"","NUNID.2","NUNID.1","NUNIDS.2","AGB.2","AGB.1","BALIVE.2","BALIVE.1","CUT","FIRE_ALL","INSDIS","G_FIRE","C_FIRE","LAT.2","LON.2","REMPER.2","MEASYEAR.2","MEASYEAR.1","STDAGE.2","STDAGE.1","STDORGCD.1","STDORGCD.2","FORTYPCD.1","FORTYPCD.2","ECOSUBCD.1","DISTURB","rep_std","since_fire","severity","sev_mean","fire_id_mtbs","id_1","fire_yr","fire_mn","fire_day","INVYR.x","STATECD.x","UNITCD.x","COUNTYCD.x","PLOT.x","MEASMON","MEASDAY","pplotid.x","INVYR.y","STATECD.y","UNITCD.y","COUNTYCD.y","PLOT.y","FLDSZCD.x","CONDPROP_UNADJ.x","STDAGE.x","FLDAGE.x","pplotid.y","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","FLDSZCD.y","CONDPROP_UNADJ.y","STDAGE.y","FLDAGE.y","pplotid","date","date_ym","diff_yr","diff_mn","diff_dy","diff_days","diff_months","diff_years","seed_count.1","sd_spp_rich.1","seed_count_con.1","sd_spp_rich_con.1","seed_count.2","sd_spp_rich.2","seed_count_con.2","sd_spp_rich_con.2","seed_ct_ch","sdsp_rh_ch","seed_ct_ch_con","sdsp_rh_ch_con"
"634","41-4-23-98053-2018","41-4-23-98053-2008","41-4-23-98053",0,56266.4190890111,0,81.972,0,1,0,0,1,44.227767,-118.887992,10.2,2018,2008,0,90,0,0,221,999,"M332Gp",1,1,3,1,4,"OR4428411896120150812","OR44284118961","2015","08","12",2008,41,4,23,98053,7,18,"41-4-23-98053",2008,41,4,23,98053,3,1,90,90,"41-4-23-98053",2018,41,4,23,98053,0,1,0,0,"41-4-23-98053","2018-7-18","2018-7",3,-1,6,1071,35.22,2.94,0,0,0,0,0,0,0,0,0,0,0,0
"635","41-4-25-55508-2015","41-4-25-55508-2005","41-4-25-55508",18831.6275896981,16434.0556807618,65.5547,59.1939,0,0,0,0,0,42.820468,-118.708357,10.1,2015,2005,85,75,0,0,369,369," 342Bj",0,0,9,0,1,"OR4283411875920060821","OR42834118759","2006","08","21",2005,41,4,25,55508,6,29,"41-4-25-55508",2005,41,4,25,55508,2,1,75,75,"41-4-25-55508",2015,41,4,25,55508,2,1,85,85,"41-4-25-55508","2015-6-29","2015-6",9,-2,8,3232,106.28,8.86,0,0,0,0,0,0,0,0,0,0,0,0
"636","41-4-25-62326-2013","41-4-25-62326-2003","41-4-25-62326",3906.93996266527,56047.3761775968,0,67.453,0,1,0,1,0,43.726228,-119.36049,10.1,2013,2003,0,55,1,0,221,999,"M332Gh",1,1,6,1,4,"OR4382211938920070706","OR43822119389","2007","07","06",2003,41,4,25,62326,5,21,"41-4-25-62326",2003,41,4,25,62326,3,1,55,55,"41-4-25-62326",2013,41,4,25,62326,3,0.043718,65,65,"41-4-25-62326","2013-5-21","2013-5",6,-2,15,2144,70.5,5.88,0,0,0,0,0,0,0,0,0,0,0,0
"637","41-4-25-64688-2011","41-4-25-64688-2001","41-4-25-64688",0,0,0,0,0,1,0,1,0,43.62903,-119.336547,10.1,2011,2001,0,0,1,0,999,999,"M332Gh",1,1,4,1,3,"OR4382211938920070706","OR43822119389","2007","07","06",2001,41,4,25,64688,9,24,"41-4-25-64688",2001,41,4,25,64688,1,1,0,10,"41-4-25-64688",2011,41,4,25,64688,0,1,0,0,"41-4-25-64688","2011-9-24","2011-9",4,2,18,1539,50.61,4.22,0,0,0,0,0,0,0,0,0,0,0,0
"638","41-4-25-73016-2011","41-4-25-73016-2001","41-4-25-73016",0,28471.3488981614,0,34.4721,0,1,0,0,1,43.850715,-119.390529,9.7,2011,2001,0,180,0,0,221,999,"M332Gh",1,1,4,1,4,"OR4382211938920070706","OR43822119389","2007","07","06",2001,41,4,25,73016,9,17,"41-4-25-73016",2001,41,4,25,73016,4,1,180,180,"41-4-25-73016",2011,41,4,25,73016,1,1,0,3,"41-4-25-73016","2011-9-17","2011-9",4,2,11,1532,50.38,4.2,0,0,0,0,0,0,0,0,0,0,0,0
"639","41-4-25-76874-2018","41-4-25-76874-2008","41-4-25-76874",791.619741396092,933.67390567602,11.3742,11.0616,0,0,0,0,0,43.512112,-118.366724,10.2,2018,2008,235,225,0,0,369,369," 342He",0,0,4,0,2,"OR4362911838720140714","OR43629118387","2014","07","14",2008,41,4,25,76874,6,20,"41-4-25-76874",2008,41,4,25,76874,3,0.400162,225,225,"41-4-25-76874",2018,41,4,25,76874,3,0.400162,235,235,"41-4-25-76874","2018-6-20","2018-6",4,-1,6,1436,47.22,3.94,0,0,0,0,0,0,0,0,0,0,0,0
"640","41-4-25-94113-2017","41-4-25-94113-2007","41-4-25-94113",98935.5921810948,101190.607872554,142.507,156.2464,1,0,0,0,0,43.717786,-119.732343,9.9,2017,2007,100,90,0,0,221,221,"M332Gh",0,0,3,0,2,"OR4373711975020140512","OR43737119750","2014","05","12",2007,41,4,25,94113,9,22,"41-4-25-94113",2007,41,4,25,94113,NA,0.033623,NA,NA,"41-4-25-94113",2017,41,4,25,94113,NA,0.033623,NA,NA,"41-4-25-94113","2017-9-22","2017-9",3,4,10,1227,40.35,3.36,0,0,0,0,0,0,0,0,0,0,0,0
"641","41-4-45-80771-2017","41-4-45-80771-2007","41-4-45-80771",7042.88373768515,6112.47931258197,18.3394,17.5414,0,1,0,0,1,43.287995,-118.162805,10.4,2017,2007,55,45,0,0,369,369," 342Bb",1,0,3,0,2,"OR4332411821620140714","OR43324118216","2014","07","14",2007,41,4,45,80771,5,30,"41-4-45-80771",2007,41,4,45,80771,3,1,45,45,"41-4-45-80771",2017,41,4,45,80771,3,1,55,55,"41-4-45-80771","2017-5-30","2017-5",3,-2,16,1050,34.53,2.88,0,0,0,0,0,0,0,0,0,0,0,0
"642","41-4-61-72002-2018","41-4-61-72002-2008","41-4-61-72002",101817.044941503,85364.2747858045,98.3032,87.192,0,1,0,0,1,45.596871,-118.017209,9.7,2018,2008,114,104,0,0,201,201,"M332Gc",1,0,3,1,3,"OR4560811806120150801","OR45608118061","2015","08","01",2008,41,4,61,72002,9,21,"41-4-61-72002",2008,41,4,61,72002,3,1,104,104,"41-4-61-72002",2018,41,4,61,72002,3,1,114,114,"41-4-61-72002","2018-9-21","2018-9",3,1,20,1145,37.65,3.14,0,0,0,0,0,0,0,0,0,0,0,0
"643","41-4-63-52675-2017","41-4-63-52675-2007","41-4-63-52675",21088.5322620848,91545.0723888772,16.6637,129.8191,1,1,0,0,1,45.478859,-117.573616,10.1,2017,2007,0,75,0,0,221,999,"M332Ge",1,1,8,1,4,"OR4543911757920090829","OR45439117579","2009","08","29",2007,41,4,63,52675,9,11,"41-4-63-52675",2007,41,4,63,52675,NA,0.039709,NA,NA,"41-4-63-52675",2017,41,4,63,52675,0,1,0,0,"41-4-63-52675","2017-9-11","2017-9",8,1,-18,2932,96.42,8.04,0,0,0,0,0,0,0,0,0,0,0,0
"644","41-4-63-58599-2017","41-4-63-58599-2007","41-4-63-58599",21494.0811918568,24009.2341796639,34.0433,45.3359,0,1,0,0,1,45.917495,-116.930463,10.3,2017,2007,102,92,0,0,201,201,"M332Gd",1,0,5,0,2,"OR4598611692820120820","OR45986116928","2012","08","20",2007,41,4,63,58599,5,27,"41-4-63-58599",2007,41,4,63,58599,NA,0.287712,NA,NA,"41-4-63-58599",2017,41,4,63,58599,NA,0.264194,NA,NA,"41-4-63-58599","2017-5-27","2017-5",5,-3,7,1741,57.25,4.77,0,0,0,0,0,0,0,0,0,0,0,0
"645","41-4-63-70521-2015","41-4-63-70521-2005","41-4-63-70521",24919.1985542737,139130.790205583,26.7538,129.9723,1,1,0,1,0,45.933248,-117.517773,10.8,2016,2005,0,75,0,1,221,999,"M332Gf",1,1,1,1,3,"WA4606911776320150814","WA46069117763","2015","08","14",2005,41,4,63,70521,8,31,"41-4-63-70521",2005,41,4,63,70521,3,1,75,75,"41-4-63-70521",2015,41,4,63,70521,NA,0.25,NA,NA,"41-4-63-70521","2016-8-31","2016-8",1,0,17,382,12.56,1.05,0,0,0,0,0,0,0,0,0,0,0,0
"646","41-4-63-84389-2013","41-4-63-84389-2003","41-4-63-84389",9939.94382201631,8239.0824499173,22.9586,16.6015,0,1,0,1,0,45.782968,-116.831581,9.9,2013,2003,0,100,0,0,201,999,"M332Gd",1,1,1,0,2,"OR4598611692820120820","OR45986116928","2012","08","20",2003,41,4,63,84389,10,4,"41-4-63-84389",2003,41,4,63,84389,3,1,100,100,"41-4-63-84389",2013,41,4,63,84389,0,1,0,0,"41-4-63-84389","2013-10-4","2013-10",1,2,-16,410,13.48,1.12,0,0,0,0,0,0,0,0,0,0,0,0
"647","41-4-63-85672-2011","41-4-63-85672-2001","41-4-63-85672",211420.519346023,195319.503351262,151.77,156.8316,0,0,0,0,0,45.508556,-116.729008,10.2,2011,2001,140,130,0,0,201,201,"M332Gd",0,0,4,0,1,"OR4553111672120070916","OR45531116721","2007","09","16",2001,41,4,63,85672,6,20,"41-4-63-85672",2001,41,4,63,85672,3,1,130,130,"41-4-63-85672",2011,41,4,63,85672,3,1,140,140,"41-4-63-85672","2011-6-20","2011-6",4,-3,4,1373,45.15,3.76,0,0,0,0,0,0,0,0,0,0,0,0
"648","41-4-63-85978-2011","41-4-63-85978-2001","41-4-63-85978",0,90847.8474975308,0,121.3697,0,1,0,1,0,45.426541,-117.569893,10.3,2011,2001,0,95,0,0,201,999,"M332Ge",1,1,2,1,4,"OR4543911757920090829","OR45439117579","2009","08","29",2001,41,4,63,85978,6,12,"41-4-63-85978",2001,41,4,63,85978,3,1,95,95,"41-4-63-85978",2011,41,4,63,85978,0,1,0,0,"41-4-63-85978","2011-6-12","2011-6",2,-2,-17,652,21.44,1.79,0,0,0,0,0,0,0,0,0,0,0,0
"649","41-4-63-93347-2018","41-4-63-93347-2008","41-4-63-93347",0,0,0,0,0,0,0,0,0,45.939886,-116.962761,9.9,2018,2008,9,0,0,0,999,201,"M332Gd",0,1,6,0,2,"OR4598611692820120820","OR45986116928","2012","08","20",2008,41,4,63,93347,8,3,"41-4-63-93347",2008,41,4,63,93347,NA,0.035364,NA,NA,"41-4-63-93347",2018,41,4,63,93347,NA,0.035364,NA,NA,"41-4-63-93347","2018-8-3","2018-8",6,0,-17,2173,71.46,5.95,0,0,0,0,0,0,0,0,0,0,0,0
"650","45-2-15-300-2017","45-2-15-300-2012","45-2-15-300",102449.163726642,86155.9053964734,94.5908,82.1292,0,1,0,1,0,33.206076,-79.528594,5.8,2018,2012,48,43,0,0,141,141," 232Cb",1,0,2,0,2,"SC3323307951720150519","SC33233079517","2015","05","19",2012,45,2,15,300,3,27,"45-2-15-300",2012,45,2,15,300,3,1,43,43,"45-2-15-300",2017,45,2,15,300,3,1,48,48,"45-2-15-300","2018-3-27","2018-3",3,-2,8,1042,34.27,2.86,3889.74936,1,0,0,4260.20168,2,0,0,370.45232,1,0,0
"651","45-2-15-307-2017","45-2-15-307-2012","45-2-15-307",218508.041032068,186675.924147139,184.2465,186.5124,0,1,0,1,0,33.169997,-79.576638,5.8,2018,2012,34,29,0,0,406,161," 232Cb",1,0,1,0,2,"SC3316007957020170319","SC33160079570","2017","03","19",2012,45,2,15,307,4,2,"45-2-15-307",2012,45,2,15,307,2,1,29,29,"45-2-15-307",2017,45,2,15,307,2,1,34,34,"45-2-15-307","2018-4-2","2018-4",1,1,-17,378,12.43,1.04,0,0,0,0,0,0,0,0,0,0,0,0
"652","45-2-15-352-2017","45-2-15-352-2012","45-2-15-352",51928.7591840423,41950.762039498,65.7161,45.4187,0,1,0,1,0,33.18184,-79.870911,5.8,2018,2012,24,19,0,0,141,141," 232Cb",1,0,5,0,2,"SC3318307981620130205","SC33183079816","2013","02","05",2012,45,2,15,352,4,6,"45-2-15-352",2012,45,2,15,352,1,1,19,19,"45-2-15-352",2017,45,2,15,352,1,1,24,24,"45-2-15-352","2018-4-6","2018-4",5,2,1,1887,62.05,5.17,1111.35696,2,185.22616,1,740.90464,4,185.22616,1,-370.45232,2,0,0
"653","45-2-15-358-2017","45-2-15-358-2012","45-2-15-358",94816.0986717055,80485.6213279877,82.9241,61.1702,0,1,0,1,0,33.006083,-79.801581,5.8,2018,2012,46,41,0,0,161,161," 232Cb",1,0,2,0,2,"SC3299007979020160229","SC32990079790","2016","02","29",2012,45,2,15,358,4,10,"45-2-15-358",2012,45,2,15,358,3,0.3653,70,70,"45-2-15-358",2017,45,2,15,358,2,0.25,75,75,"45-2-15-358","2018-4-10","2018-4",2,2,-19,772,25.39,2.12,5371.55864,5,3519.29704,1,2593.16624,4,0,0,-2778.3924,-1,-3519.29704,-1
"654","45-2-15-60-2009","45-2-15-60-2004","45-2-15-60",75353.0509414429,60609.1847846038,84.5248,77.5693,0,0,0,0,0,33.138238,-79.768464,4.1,2009,2005,31,27,1,1,161,161," 232Cb",0,0,1,0,2,"SC3314807976020080215","SC33148079760","2008","02","15",2004,45,2,15,60,1,19,"45-2-15-60",2004,45,2,15,60,2,1,27,27,"45-2-15-60",2009,45,2,15,60,2,1,31,31,"45-2-15-60","2009-1-19","2009-1",1,-1,4,339,11.15,0.93,0,0,0,0,0,0,0,0,0,0,0,0
"655","45-2-15-67-2010","45-2-15-67-2002","45-2-15-67",7243.94119183892,5125.8585031033,134.3713,53.7714,0,1,0,1,0,33.067167,-79.721713,7.1,2010,2002,21,12,0,0,161,161," 232Cb",1,0,2,0,2,"SC3310407970920050422","SC33104079709","2005","04","22",2002,45,2,15,67,12,6,"45-2-15-67",2002,45,2,15,67,1,1,12,12,"45-2-15-67",2010,45,2,15,67,2,1,21,21,"45-2-15-67","2010-12-6","2010-12",5,8,-16,2052,67.48,5.62,0,0,0,0,0,0,0,0,0,0,0,0
"656","45-2-19-266-2017","45-2-19-266-2012","45-2-19-266",71918.4974032589,58457.1921788533,67.6368,60.4973,0,1,0,1,0,33.087831,-79.609429,5.8,2018,2012,67,62,0,0,161,161," 232Cb",1,0,3,1,3,"SC3306707965020150526","SC33067079650","2015","05","26",2012,45,2,19,266,4,26,"45-2-19-266",2012,45,2,19,266,3,1,62,62,"45-2-19-266",2017,45,2,19,266,3,1,67,67,"45-2-19-266","2018-4-26","2018-4",3,-1,0,1065,35.02,2.92,14447.64048,4,0,0,6112.46328,3,0,0,-8335.1772,-1,0,0
"657","45-3-37-86-2017","45-3-37-86-2012","45-3-37-86",78558.3365364739,79877.0844052144,73.933,65.2892,0,0,0,0,0,33.854633,-82.134108,5.6,2017,2012,63,58,0,0,520,520," 231Af",0,0,3,0,1,"SC3385008212020160426","SC33850082120","2016","04","26",2012,45,3,37,86,3,21,"45-3-37-86",2012,45,3,37,86,3,0.25,57,57,"45-3-37-86",2017,45,3,37,86,3,0.25,68,68,"45-3-37-86","2017-3-21","2017-3",1,-1,-5,330,10.85,0.9,2222.71392,6,370.45232,1,2778.3924,7,1111.35696,2,555.67848,1,740.90464,1
"658","45-3-39-128-2017","45-3-39-128-2012","45-3-39-128",153612.428231752,136460.567665436,160.3683,159.6278,0,1,0,1,0,34.531618,-81.404553,5.1,2017,2012,39,39,0,0,161,161," 231Ae",1,0,2,0,2,"SC3455008141020150412","SC34550081410","2015","04","12",2012,45,3,39,128,9,25,"45-3-39-128",2012,45,3,39,128,3,1,39,39,"45-3-39-128",2017,45,3,39,128,3,1,39,39,"45-3-39-128","2017-9-25","2017-9",2,5,13,895,29.43,2.45,2407.94008,4,370.45232,1,1852.2616,3,0,0,-555.67848,-1,-370.45232,-1
"659","45-3-65-80-2017","45-3-65-80-2012","45-3-65-80",155911.605526591,181780.53484605,105.5756,139.4248,0,1,0,1,0,33.793704,-82.168545,5.3,2017,2012,96,79,0,0,406,406," 231Af",1,0,3,0,2,"SC3378008216020140327","SC33780082160","2014","03","27",2012,45,3,65,80,7,20,"45-3-65-80",2012,45,3,65,80,3,1,79,79,"45-3-65-80",2017,45,3,65,80,3,1,96,96,"45-3-65-80","2017-7-20","2017-7",3,4,-7,1210,39.79,3.32,3148.84472,5,0,0,10557.89112,7,1667.03544,1,7409.0464,2,1667.03544,1
"660","45-3-73-124-2017","45-3-73-124-2012","45-3-73-124",165948.749768415,164959.336404874,135.4396,131.2291,0,1,0,1,0,34.912966,-83.073756,5.5,2017,2012,73,50,0,0,515,515,"M221Dc",1,0,3,0,2,"SC3491008307120130422","SC34910083071","2013","04","22",2012,45,3,73,124,5,3,"45-3-73-124",2012,45,3,73,124,2,1,50,50,"45-3-73-124",2017,45,3,73,124,3,1,73,73,"45-3-73-124","2017-5-3","2017-5",4,1,-19,1471,48.37,4.03,1667.03544,6,0,0,370.45232,2,0,0,-1296.58312,-4,0,0
"661","45-3-87-90-2017","45-3-87-90-2012","45-3-87-90",165399.388926783,145130.505247417,144.6766,130.9929,0,1,0,1,0,34.701484,-81.464448,5.6,2018,2012,71,66,0,0,520,406," 231Ae",1,0,2,0,2,"SC3470008146020170218","SC34700081460","2017","02","18",2012,45,3,87,90,5,31,"45-3-87-90",2012,45,3,87,90,3,0.25,25,25,"45-3-87-90",2017,45,3,87,90,3,1,71,71,"45-3-87-90","2018-5-31","2018-5",1,3,13,469,15.42,1.28,3519.29704,5,0,0,1111.35696,2,0,0,-2407.94008,-3,0,0
"662","47-5-123-31-2017","47-5-123-31-2012","47-5-123-31",195891.057856161,193974.431544027,143.3986,142.1889,0,1,0,1,0,35.297117,-84.137433,5.9,2019,2013,86,80,0,0,502,502,"M221Dd",1,0,5,1,3,"TN3530508412620140315","TN35305084126","2014","03","15",2012,47,5,123,31,4,8,"47-5-123-31",2012,47,5,123,31,3,1,80,80,"47-5-123-31",2017,47,5,123,31,3,1,86,86,"47-5-123-31","2019-4-8","2019-4",5,1,-7,1848,60.77,5.06,7038.59408,8,185.22616,1,9446.53416,6,0,0,2407.94008,-2,-185.22616,-1
"663","47-5-123-36-2014","47-5-123-36-2011","47-5-123-36",157547.71079688,147122.607466887,155.0274,158.3843,0,1,0,1,0,35.25855,-84.099763,4.6,2016,2011,75,70,0,0,515,515,"M221Dd",1,0,3,1,3,"TN3526608411420130409","TN35266084114","2013","04","09",2011,47,5,123,36,6,29,"47-5-123-36",2011,47,5,123,36,3,1,70,70,"47-5-123-36",2014,47,5,123,36,3,1,75,75,"47-5-123-36","2016-6-29","2016-6",3,2,20,1176,38.67,3.22,6668.14176,11,370.45232,1,2222.71392,5,0,0,-4445.42784,-6,-370.45232,-1
"664","47-5-123-37-2015","47-5-123-37-2010","47-5-123-37",103322.340885928,123819.072965992,82.1695,114.6982,0,0,1,0,0,35.25086,-84.127568,6.2,2017,2011,76,70,0,0,801,503,"M221Dd",1,0,4,0,2,"TN3526608411420130409","TN35266084114","2013","04","09",2010,47,5,123,37,1,4,"47-5-123-37",2010,47,5,123,37,3,1,70,70,"47-5-123-37",2015,47,5,123,37,3,1,76,76,"47-5-123-37","2017-1-4","2017-1",4,-3,-5,1364,44.85,3.74,0,0,0,0,0,0,0,0,0,0,0,0
"665","47-5-123-42-2017","47-5-123-42-2012","47-5-123-42",141012.338527368,143094.175689461,118.1037,117.6536,0,0,0,0,0,35.307275,-84.307336,6.5,2019,2012,78,70,0,0,515,506,"M221Dd",0,0,5,1,3,"TN3530508431620140316","TN35305084316","2014","03","16",2012,47,5,123,42,9,4,"47-5-123-42",2012,47,5,123,42,2,1,70,70,"47-5-123-42",2017,47,5,123,42,2,0.25,50,50,"47-5-123-42","2019-9-4","2019-9",5,6,-12,1995,65.6,5.47,3519.29704,8,0,0,7038.59408,10,185.22616,1,3519.29704,2,185.22616,1
"666","47-5-123-45-2017","47-5-123-45-2012","47-5-123-45",77426.4281397662,147408.365446266,59.1079,160.2149,0,1,1,0,0,35.337057,-84.273183,6.5,2019,2012,81,75,0,0,104,401,"M221Dd",1,0,3,0,2,"TN3535708427120161116","TN35357084271","2016","11","16",2012,47,5,123,45,9,5,"47-5-123-45",2012,47,5,123,45,3,0.25,75,75,"47-5-123-45",2017,47,5,123,45,3,1,81,81,"47-5-123-45","2019-9-5","2019-9",3,-2,-11,1023,33.64,2.8,2407.94008,6,1111.35696,1,10928.34344,4,0,0,8520.40336,-2,-1111.35696,-1
"667","47-5-139-19-2016","47-5-139-19-2011","47-5-139-19",64672.9570866407,63931.7921033341,72.2621,82.4695,0,1,0,0,0,35.15553,-84.417761,6.8,2018,2011,77,71,0,0,502,502,"M221Dd",1,0,4,1,3,"TN3515008441420140318","TN35150084414","2014","03","18",2011,47,5,139,19,7,19,"47-5-139-19",2011,47,5,139,19,1,0.25,8,8,"47-5-139-19",2016,47,5,139,19,1,0.25,14,14,"47-5-139-19","2018-7-19","2018-7",4,4,1,1583,52.06,4.34,12965.8312,9,2778.3924,2,13706.73584,8,740.90464,1,740.904640000001,-1,-2037.48776,-1
"668","47-5-139-5-2016","47-5-139-5-2009","47-5-139-5",135026.897966067,108040.384187279,142.781,123.005,0,0,0,0,0,35.188054,-84.37395,8.6,2018,2009,64,70,0,0,515,502,"M221Dd",0,0,8,0,2,"TN3520208433620100309","TN35202084336","2010","03","09",2009,47,5,139,5,8,6,"47-5-139-5",2009,47,5,139,5,1,0.1389,5,5,"47-5-139-5",2016,47,5,139,5,2,0.138854,15,15,"47-5-139-5","2018-8-6","2018-8",8,5,-3,3069,100.92,8.41,11113.5696,14,740.90464,2,5001.10632,8,185.22616,1,-6112.46328,-6,-555.67848,-1
"669","47-5-163-9-2015","47-5-163-9-2010","47-5-163-9",103472.507952114,90694.8239566466,106.8977,96.6157,0,1,0,1,0,36.477865,-82.064116,6.6,2017,2010,76,70,0,0,502,502,"M221Dc",1,0,4,0,1,"TN3648308201720130408","TN36483082017","2013","04","08",2010,47,5,163,9,11,1,"47-5-163-9",2010,47,5,163,9,3,1,70,70,"47-5-163-9",2015,47,5,163,9,3,1,76,76,"47-5-163-9","2017-11-1","2017-11",4,7,-7,1666,54.78,4.57,740.90464,3,0,0,555.67848,2,0,0,-185.22616,-1,0,0
"670","47-5-19-20-2016","47-5-19-20-2011","47-5-19-20",143773.574308786,139292.963989985,120.3082,125.4862,0,1,0,0,0,36.224851,-82.117046,6.5,2018,2011,102,95,0,0,515,515,"M221Dc",1,0,2,0,2,"TN3621708211020160418","TN36217082110","2016","04","18",2011,47,5,19,20,8,2,"47-5-19-20",2011,47,5,19,20,3,1,95,95,"47-5-19-20",2016,47,5,19,20,3,1,102,102,"47-5-19-20","2018-8-2","2018-8",2,4,-16,836,27.49,2.29,0,0,0,0,0,0,0,0,0,0,0,0
"671","47-5-29-6-2016","47-5-29-6-2009","47-5-29-6",50960.2545112868,48370.5780713147,90.577,92.7614,0,0,0,0,0,35.879756,-83.152768,8.6,2018,2009,93,87,0,0,405,502,"M221Dd",0,0,2,0,2,"TN3587408316720160404","TN35874083167","2016","04","04",2009,47,5,29,6,7,7,"47-5-29-6",2009,47,5,29,6,NA,0.4076,NA,NA,"47-5-29-6",2016,47,5,29,6,NA,0.289935,NA,NA,"47-5-29-6","2018-7-7","2018-7",2,3,3,824,27.1,2.26,4445.42784,10,926.1308,1,4260.20168,5,0,0,-185.22616,-5,-926.1308,-1
"672","47-5-59-12-2016","47-5-59-12-2011","47-5-59-12",238420.136609777,221969.57469269,182.0471,175.1526,0,0,0,0,0,35.955906,-82.809693,6.7,2018,2011,72,65,0,0,515,502,"M221Dd",0,0,2,0,2,"TN3596008281020160310","TN35960082810","2016","03","10",2011,47,5,59,12,6,14,"47-5-59-12",2011,47,5,59,12,3,1,65,65,"47-5-59-12",2016,47,5,59,12,3,1,72,72,"47-5-59-12","2018-6-14","2018-6",2,3,4,825,27.13,2.26,926.1308,4,0,0,1667.03544,5,555.67848,1,740.90464,1,555.67848,1
"673","47-5-59-8-2014","47-5-59-8-2011","47-5-59-8",86724.5679987726,83038.5080377057,115.8342,113.1345,0,1,0,0,0,36.05083,-82.697712,4.7,2016,2011,99,95,0,0,405,409,"M221Dd",1,0,3,0,2,"TN3605708268520130410","TN36057082685","2013","04","10",2011,47,5,59,8,7,6,"47-5-59-8",2011,47,5,59,8,3,1,95,95,"47-5-59-8",2014,47,5,59,8,3,1,99,99,"47-5-59-8","2016-7-6","2016-7",3,3,-4,1182,38.87,3.24,740.90464,2,0,0,555.67848,2,0,0,-185.22616,0,0,0
"674","48-1-225-138-2018","48-1-225-138-2013","48-1-225-138",186026.041257049,180345.492083058,126.4333,127.1844,0,1,0,1,0,31.368602,-95.047039,5.5,2018,2013,80,77,0,0,162,162," 231Ef",1,0,2,0,2,"TX3135809502620160214","TX31358095026","2016","02","14",2013,48,1,225,138,3,28,"48-1-225-138",2013,48,1,225,138,3,1,77,77,"48-1-225-138",2018,48,1,225,138,3,1,80,80,"48-1-225-138","2018-3-28","2018-3",2,1,14,774,25.45,2.12,1667.03544,4,555.67848,1,555.67848,1,0,0,-1111.35696,-3,-555.67848,-1
"675","48-1-225-146-2018","48-1-225-146-2013","48-1-225-146",15696.1084119194,7044.8875801774,25.3736,8.1846,0,1,0,0,0,31.403475,-95.162756,5.3,2018,2013,60,68,0,0,508,161," 231Ef",1,0,4,1,3,"TX3138009514020140426","TX31380095140","2014","04","26",2013,48,1,225,146,4,2,"48-1-225-146",2013,48,1,225,146,3,1,68,68,"48-1-225-146",2018,48,1,225,146,3,1,60,60,"48-1-225-146","2018-4-2","2018-4",4,0,-24,1436,47.22,3.94,7223.82024,4,0,0,4074.97552,5,2407.94008,2,-3148.84472,1,2407.94008,2
"676","48-1-225-149-2015","48-1-225-149-2010","48-1-225-149",108668.058899661,97983.1392320378,94.5021,81.6662,0,0,0,0,0,31.49561,-95.249401,5.4,2015,2009,85,73,0,0,162,162," 231Eg",0,0,5,0,2,"TX3146109526620100312","TX31461095266","2010","03","12",2010,48,1,225,149,12,4,"48-1-225-149",2010,48,1,225,149,2,0.060058,15,15,"48-1-225-149",2015,48,1,225,149,2,0.102559,25,25,"48-1-225-149","2015-12-4","2015-12",5,9,-8,2091,68.76,5.73,1111.35696,5,185.22616,1,740.90464,4,185.22616,1,-370.45232,-1,0,0
"677","48-1-225-36-2018","48-1-225-36-2013","48-1-225-36",48901.3913603841,52605.2627659809,66.2927,59.2395,0,0,0,0,0,31.33219,-95.256127,5.7,2019,2013,83,78,0,0,520,520," 231Ef",0,0,2,0,2,"TX3136009525020170226","TX31360095250","2017","02","26",2013,48,1,225,36,4,23,"48-1-225-36",2013,48,1,225,36,3,1,78,78,"48-1-225-36",2018,48,1,225,36,3,1,83,83,"48-1-225-36","2019-4-23","2019-4",2,2,-3,788,25.91,2.16,555.67848,1,0,0,3148.84472,3,1296.58312,1,2593.16624,2,1296.58312,1
"678","48-1-241-117-2016","48-1-241-117-2011","48-1-241-117",61394.4335094731,55236.301002663,59.9826,49.655,0,0,0,0,0,31.057204,-94.166112,5.3,2016,2011,30,75,0,0,141,141," 232Fa",0,0,2,0,2,"TX3105709418420140409","TX31057094184","2014","04","09",2011,48,1,241,117,4,7,"48-1-241-117",2011,48,1,241,117,3,1,75,75,"48-1-241-117",2016,48,1,241,117,2,1,30,30,"48-1-241-117","2016-4-7","2016-4",2,0,-2,728,23.94,2,4445.42784,4,185.22616,1,4815.88016,5,0,0,370.452319999999,1,-185.22616,-1
"679","48-1-241-118-2015","48-1-241-118-2010","48-1-241-118",160356.301205215,140619.928233128,112.6396,100.748,0,1,0,1,0,31.074814,-94.182055,5.1,2015,2010,66,62,0,0,141,141," 232Fa",1,0,1,1,3,"TX3107509418620150324","TX31075094186","2015","03","24",2010,48,1,241,118,2,25,"48-1-241-118",2010,48,1,241,118,3,1,62,62,"48-1-241-118",2015,48,1,241,118,3,1,66,66,"48-1-241-118","2015-2-25","2015-2",0,-1,1,-29,-0.95,-0.08,0,0,0,0,0,0,0,0,0,0,0,0
